department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
CELL BIOLOGY,Harvard,CB,4R01NS082257-04,RPGs - Non SBIR/STTR,9084667,"YUAN, JUNYING",Investigating the mechanism of TNFalpha mediated cell death in oligodendrocytes,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$152.031 ,370781,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,17.06.16,NA
CELL BIOLOGY,Harvard,CB,5R01GM095567-06,RPGs - Non SBIR/STTR,9061703,"HARPER, JEFFREY W",Mechanisms of Selective Autophagy,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$352.581 ,$105.302 ,457883,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,29.03.16,NA
CELL BIOLOGY,Harvard,CB,1R01DK103703-01A1,RPGs - Non SBIR/STTR,9095676,"LIBERLES, STEPHEN DANIEL",Charting vagal circuits containing glucagon-like peptide 1 receptor,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$156.375 ,381375,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,11.02.16,NA
CELL BIOLOGY,Harvard,CB,5R01NS069695-07,RPGs - Non SBIR/STTR,9012115,"VAN VACTOR, DAVID L.",Regulation of Synapse Morphogenesis in Drosophila,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$152.031 ,370781,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,14.04.16,NA
CELL BIOLOGY,Harvard,CB,7R01GM106303-04,RPGs - Non SBIR/STTR,9059732,"SANDER, CHRIS",Accelerated Determination of 3D Structures of Proteins and Complexes,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$173.750 ,423750,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,24.05.16,NA
CELL BIOLOGY,Harvard,CB,4R01GM072805-12,RPGs - Non SBIR/STTR,9053496,"MOAZED, DANESH",RNAi-Mediated Heterochromatin Assembly,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$207.500 ,$144.213 ,351713,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,29.04.16,NA
CELL BIOLOGY,Harvard,CB,5U41HG006623-06,Research Centers,9140026,"SANDER, CHRIS",Pathway Commons: Research Resource for Biological Pathways,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$659.179 ,$253.255 ,912434,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,23.09.16,NA
CELL BIOLOGY,Harvard,CB,5R01GM115417-02,RPGs - Non SBIR/STTR,9145715,"WHITMAN, MALCOLM R.",The first secreted Tyrosine kinase,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$228.650 ,$158.912 ,387562,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,18.08.16,NA
CELL BIOLOGY,Harvard,CB,4R01EY011559-24,RPGs - Non SBIR/STTR,9040186,"FLANAGAN, JOHN G",Cell-Cell Signaling in Development and Regeneration of Visual Connections,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$274.467 ,$190.755 ,465222,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,23.03.16,NA
CELL BIOLOGY,Harvard,CB,5R01HL125710-02,RPGs - Non SBIR/STTR,9069045,"FINLEY, DANIEL J",A novel program of ubiquitination in global remodeling of the erythroid proteome,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$332.753 ,$139.001 ,471754,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,13.04.16,NA
CELL BIOLOGY,Harvard,CB,5R01GM110041-03,RPGs - Non SBIR/STTR,9018046,"SALIC, ADRIAN",Novel mechanisms for oxysterols in cell-cell signaling,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$213.200 ,$133.436 ,346636,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,02.02.16,NA
CELL BIOLOGY,Harvard,CB,4R01GM051923-20,RPGs - Non SBIR/STTR,9039616,"GOLDBERG, ALFRED L",Molecular Chaperones and Protein Degradation,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$304.521 ,$207.219 ,511740,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,16.03.16,NA
CELL BIOLOGY,Harvard,CB,5R01CA181543-03,RPGs - Non SBIR/STTR,9025763,"BRUGGE, JOAN SIEFERT",Analysis of Intratumoral Crosstalk in Clonal Populations of OvarianTumor Cells,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$235.181 ,$161.360 ,396541,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,28.03.16,NA
CELL BIOLOGY,Harvard,CB,4R01AG011085-23,RPGs - Non SBIR/STTR,9084407,"HARPER, JEFFREY W",Ubiquitin-mediated proteolysis and cell cycle control,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$312.340 ,$83.206 ,395546,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,30.05.16,NA
GENETICS,Harvard,Gn,5F30CA189740-03,Training - Individual,9099801,"KUMAR, VIPUL",Alternative End-Joining in DNA Repair and Chromosomal Translocations,GENETICS,SCHOOLS OF MEDICINE,$31.559 ,NA,31559,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,13.06.16,NA
GENETICS,Harvard,Gn,2R01GM084947-09,RPGs - Non SBIR/STTR,9172258,"PERRIMON, NORBERT",Drosophila Transgenic RNAi Resource Project,GENETICS,SCHOOLS OF MEDICINE,$476.865 ,$331.421 ,808286,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,04.08.16,NA
GENETICS,Harvard,Gn,5RM1HG008525-02,RPGs - Non SBIR/STTR,9146380,"CHURCH, GEORGE M",Center for Genomically Engineered Organs,GENETICS,SCHOOLS OF MEDICINE,$1.195.032 ,$740.197 ,1935229,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,11.08.16,NA
GENETICS,Harvard,Gn,5P01HD036379-19,RPGs - Non SBIR/STTR,9095379,"DYMECKI, SUSAN M.",The Ventral Medulla and the Sudden Infant Death Syndrome,GENETICS,SCHOOLS OF MEDICINE,$1.428.135 ,$199.967 ,1628102,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,13.05.16,NA
GENETICS,Harvard,Gn,5R01AG046174-03,RPGs - Non SBIR/STTR,9088259,"YANKNER, BRUCE A",Targeting a Novel Regulator of Brain Aging and Alzheimers Disease,GENETICS,SCHOOLS OF MEDICINE,$752.437 ,$223.699 ,976136,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,26.07.16,NA
GENETICS,Harvard,Gn,1R24OD021997-01,Other Research-Related,9144517,"PERRIMON, NORBERT",Drosophila resources for modeling human diseases,GENETICS,SCHOOLS OF MEDICINE,$223.250 ,$155.159 ,378409,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,11.05.16,NA
GENETICS,Harvard,Gn,4R37AG028730-10,RPGs - Non SBIR/STTR,9101926,"SINCLAIR, DAVID A.",SIRT1 as a regulator of health and lifespan of mammals,GENETICS,SCHOOLS OF MEDICINE,$248.471 ,$172.687 ,421158,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,18.08.16,NA
GENETICS,Harvard,Gn,5R01AR057352-07,RPGs - Non SBIR/STTR,9071297,"PERRIMON, NORBERT",Characterization of the Insulin to Autophagy Pathway in Muscles,GENETICS,SCHOOLS OF MEDICINE,$220.000 ,$152.900 ,129936,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,14.07.16,NA
GENETICS,Harvard,Gn,2R01GM067761-13,RPGs - Non SBIR/STTR,9023866,"PERRIMON, NORBERT",Functional Genomic Analysis by RNAi Screening in Drosophila Cells,GENETICS,SCHOOLS OF MEDICINE,$499.669 ,$326.358 ,826027,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,14.01.16,NA
GENETICS,Harvard,Gn,5UM1HL098166-08,RPGs - Non SBIR/STTR,9115223,"SEIDMAN, JONATHAN G",Regulation of Cardiac Development in Health and Disease,GENETICS,SCHOOLS OF MEDICINE,$731.848 ,$147.688 ,879536,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,30.07.16,NA
GENETICS,Harvard,Gn,5R01GM072551-11,RPGs - Non SBIR/STTR,9113028,"COLAIACOVO, MONICA P",Synaptonemal complex assembly and function in meiosis,GENETICS,SCHOOLS OF MEDICINE,$197.500 ,$137.263 ,334763,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,25.07.16,NA
GENETICS,Harvard,Gn,2R01GM100233-05,RPGs - Non SBIR/STTR,9104507,"REICH, DAVID E",Advanced Tools for Reconstructing Population History,GENETICS,SCHOOLS OF MEDICINE,$316.456 ,$92.945 ,409401,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,24.06.16,NA
GENETICS,Harvard,Gn,1F32GM119291-01,Training - Individual,9122618,"VIKTOROVSKAYA, OLGA V.",Defining the cellular functions of the conserved transcription complex Spt6/Iws1 in the control of gene expression,GENETICS,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,19.05.16,NA
GENETICS,Harvard,Gn,5F32AR067097-02,Training - Individual,9042838,"YOUNG, JOHN JOSEPH",Igf signaling control of chondrocyte hypertrophy in bone development and repair,GENETICS,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,08.03.16,NA
GENETICS,Harvard,Gn,5R21MH104785-02,RPGs - Non SBIR/STTR,9137704,"GRAY, JESSE MICHAEL",Molecularly defining the neural circuitry of fear in the amgydala,GENETICS,SCHOOLS OF MEDICINE,$125.000 ,$86.875 ,211875,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,24.06.16,NA
GENETICS,Harvard,Gn,5R01DA034022-03,RPGs - Non SBIR/STTR,9036363,"DYMECKI, SUSAN M.","Developmental gene networks of 5HT neurons in addiction, aggression, and anxiety",GENETICS,SCHOOLS OF MEDICINE,$382.570 ,$213.231 ,595801,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,22.03.16,NA
GENETICS,Harvard,Gn,1F32DK108495-01A1,Training - Individual,9191920,"RIDDLE, MISTY ROSE",Investigating the physiological mechanisms that allow the blind cavefish Astyanax mexicanus to thrive in a low nutrient environment,GENETICS,SCHOOLS OF MEDICINE,$58.002 ,NA,58002,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,27.07.16,NA
GENETICS,Harvard,Gn,1R25OD021895-01,Other Research-Related,9096573,"GELBART, MARNIE","ARC: Building Awareness, Respect, and Confidence through Genetics",GENETICS,SCHOOLS OF MEDICINE,$249.665 ,$19.973 ,269638,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,14.04.16,NA
GENETICS,Harvard,Gn,2T32GM096911-06,Training - Institutional,9071665,"WINSTON, FRED M.",Genetics and Genomics PhD Training Grant,GENETICS,SCHOOLS OF MEDICINE,$263.256 ,$13.380 ,276636,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,17.06.16,NA
GENETICS,Harvard,Gn,1R21HG009264-01,RPGs - Non SBIR/STTR,9206210,"CHURCHMAN, LEE STIRLING",Global measurement of splicing kinetics,GENETICS,SCHOOLS OF MEDICINE,$127.000 ,$88.265 ,215265,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,27.09.16,NA
GENETICS,Harvard,Gn,5R01HL084553-08,RPGs - Non SBIR/STTR,9111026,"SEIDMAN, JONATHAN G",Genetic Signals in Ventricular Hypertrophy,GENETICS,SCHOOLS OF MEDICINE,$250.000 ,$173.750 ,423750,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,12.07.16,NA
GENETICS,Harvard,Gn,1R01HD091797-01,RPGs - Non SBIR/STTR,9163163,"WU, CHAO-TING",Culling the human genome of disease variants using ultraconserved elements,GENETICS,SCHOOLS OF MEDICINE,$802.248 ,$376.726 ,1178974,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,16.09.16,NA
GENETICS,Harvard,Gn,1R01MH113279-01,RPGs - Non SBIR/STTR,9162510,"YANKNER, BRUCE A",Exploring a Novel Paradigm of Schizophrenia and Bipolar Disorder,GENETICS,SCHOOLS OF MEDICINE,$557.626 ,$383.080 ,940706,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,23.09.16,NA
GENETICS,Harvard,Gn,1R01GM117333-01A1,RPGs - Non SBIR/STTR,9176587,"CHURCHMAN, LEE STIRLING",High Resolution Analysis of Transcription-Splicing Coupling,GENETICS,SCHOOLS OF MEDICINE,$315.702 ,$211.156 ,526858,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,22.09.16,NA
GENETICS,Harvard,Gn,4R01HG007118-04,RPGs - Non SBIR/STTR,9102148,"PERRIMON, NORBERT",Large-Scale High-Confidence Binary Protein Interaction Network for Drosophila,GENETICS,SCHOOLS OF MEDICINE,$776.829 ,$96.340 ,873169,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,21.06.16,NA
GENETICS,Harvard,Gn,1R01DK100263-01A1,RPGs - Non SBIR/STTR,9177480,"SINCLAIR, DAVID A.",Elucidating mechanisms of SIRT1 activation,GENETICS,SCHOOLS OF MEDICINE,$304.389 ,$211.550 ,515939,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,14.07.16,NA
GENETICS,Harvard,Gn,5R01GM105853-03,RPGs - Non SBIR/STTR,9012102,"COLAIACOVO, MONICA P",Molecular mechanisms of germline DNA repair and DNA damage response,GENETICS,SCHOOLS OF MEDICINE,$190.000 ,$132.050 ,322050,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,18.02.16,NA
GENETICS,Harvard,Gn,4R01HG007173-04,RPGs - Non SBIR/STTR,9052194,"CHURCHMAN, LEE STIRLING",Mechanisms of Transcriptional Control Revealed by Nascent Transcript Sequencing,GENETICS,SCHOOLS OF MEDICINE,$306.610 ,$213.094 ,519704,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,07.04.16,NA
GENETICS,Harvard,Gn,1R01HD087234-01,RPGs - Non SBIR/STTR,9075895,"TABIN, CLIFFORD J.",Integrating Forces and Signals in Tissue-Level Patterning of the Developing Digestive Tract,GENETICS,SCHOOLS OF MEDICINE,$207.500 ,$144.127 ,351627,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,16.03.16,NA
GENETICS,Harvard,Gn,5F32GM113395-02,Training - Individual,8997406,"EWEN-CAMPEN, BENJAMIN SCOTT",Functional analysis of systemic factors regulating germline stem cells,GENETICS,SCHOOLS OF MEDICINE,$54.294 ,NA,54294,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,07.01.16,NA
GENETICS,Harvard,Gn,5F32DK103563-03,Training - Individual,9134744,"LEE, CHANGHEE",Developmental processes shaping the luminal surface & stem cell zones in the gut,GENETICS,SCHOOLS OF MEDICINE,$56.118 ,NA,56118,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,27.07.16,NA
GENETICS,Harvard,Gn,1K99AG050830-01A1,Other Research-Related,9033222,"ZULLO, JOSEPH MITCHELL","Aging, Stress Resistance and REST/spr transcription factors",GENETICS,SCHOOLS OF MEDICINE,$85.930 ,$6.874 ,92804,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,24.03.16,NA
GENETICS,Harvard,Gn,4DP1GM106412-05,RPGs - Non SBIR/STTR,9118234,"WU, CHAO-TING","The inheritance of position: Its not just who you are, its where you are",GENETICS,SCHOOLS OF MEDICINE,$500.000 ,$347.500 ,847500,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,09.08.16,NA
GENETICS,Harvard,Gn,4R01NS083848-04,RPGs - Non SBIR/STTR,9057146,"CEPKO, CONSTANCE L",Development of novel transsynaptic tracers for use in the central nervous system,GENETICS,SCHOOLS OF MEDICINE,$218.750 ,$150.207 ,368957,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,02.05.16,NA
GENETICS,Harvard,Gn,5R01GM032967-33,RPGs - Non SBIR/STTR,8976162,"WINSTON, FRED M.",Factors Controlling Transcription and Chromatin in Yeast,GENETICS,SCHOOLS OF MEDICINE,$308.921 ,$209.726 ,518647,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,26.11.15,NA
GENETICS,Harvard,Gn,2R01HG006855-05,RPGs - Non SBIR/STTR,9177427,"MCCARROLL, STEVEN ANDREW",Population-Based Approaches to Genome Structure and Structural Variation,GENETICS,SCHOOLS OF MEDICINE,$386.676 ,$268.740 ,655416,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,22.08.16,NA
GENETICS,Harvard,Gn,2R01HL080494-09,RPGs - Non SBIR/STTR,9029980,"SEIDMAN, JONATHAN G",Defining Genetic Architecture and Pathways of DCM,GENETICS,SCHOOLS OF MEDICINE,$392.665 ,$272.902 ,665567,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,02.05.16,NA
GENETICS,Harvard,Gn,1K01MH109712-01A1,Other Research-Related,9180492,"ROOD, BENJAMIN DAVID",Physiological Genomics and Sex Differences of Central Vasopressin and Serotonin Circuits,GENETICS,SCHOOLS OF MEDICINE,$146.096 ,$11.048 ,157144,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,10.06.16,NA
GENETICS,Harvard,Gn,4R01MH101528-04,RPGs - Non SBIR/STTR,9107925,"GRAY, JESSE MICHAEL",The algorithms used by the genome to interpret neural activity,GENETICS,SCHOOLS OF MEDICINE,$340.511 ,$236.655 ,577166,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,01.06.16,NA
GLOBAL HEALTH AND SOCIAL MEDICINE,Harvard,GHSM,3U19AI109755-03S1,RPGs - Non SBIR/STTR,9235332,"MURRAY, MEGAN B",Integrated discovery and development of innovative TB Diagnostics,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,$48.751 ,$33.882 ,82633,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,30.03.16,NA
GLOBAL HEALTH AND SOCIAL MEDICINE,Harvard,GHSM,4R01MH100338-04,RPGs - Non SBIR/STTR,9061023,"SMITH FAWZI, MARY CATHERINE",Healthy Options: Group psychotherapy for HIV-positive depressed perinatal women,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,$375.262 ,$21.404 ,396666,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,25.03.16,NA
GLOBAL HEALTH AND SOCIAL MEDICINE,Harvard,GHSM,5G13LM012053-02,Other Research-Related,9144861,"JONES, DAVID SHUMWAY","On the Origins of Therapies: Innovation, Imagination, and the Evolution of Coronary Artery Surgery, 1910-1970",OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,$48.371 ,NA,48371,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,31.08.16,NA
GLOBAL HEALTH AND SOCIAL MEDICINE,Harvard,GHSM,5U19AI109755-03,RPGs - Non SBIR/STTR,9017912,"MURRAY, MEGAN B",Integrated discovery and development of innovative TB Diagnostics,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,$5.185.374 ,$865.116 ,5819240,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,26.02.16,NA
GLOBAL HEALTH AND SOCIAL MEDICINE,Harvard,GHSM,4R01MH101027-04,RPGs - Non SBIR/STTR,9098805,"WARE, NORMA C",Optimizing Delivery of ART/PrEP for HIV Prevention through Qualitative Research,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,$395.467 ,$166.193 ,561660,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,27.06.16,NA
HEALTH CARE POLICY,Harvard,HCP,4T32MH019733-22,Training - Institutional,9105450,"MCGUIRE, THOMAS G.",Health Policy Training Program,ADMINISTRATION,SCHOOLS OF MEDICINE,$295.792 ,$18.543 ,298123,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,11.06.16,NA
HEALTH CARE POLICY,Harvard,HCP,5T32AG051108-02,Training - Institutional,9116743,"NEWHOUSE, JOSEPH PAUL",MD-PhD Training Program in Aging and the Social/Behavioral Sciences,ADMINISTRATION,SCHOOLS OF MEDICINE,$197.304 ,$9.064 ,206368,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,27.06.16,NA
HEALTH CARE POLICY,Harvard,HCP,5K24CA181510-03,Other Research-Related,9134092,"KEATING, NANCY L",Behavioral Economics and Improving Chemotherapy Decisions for Advanced Cancer,ADMINISTRATION,SCHOOLS OF MEDICINE,$160.670 ,$12.854 ,173524,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,16.08.16,NA
HEALTH CARE POLICY,Harvard,HCP,1R01AG056238-01,RPGs - Non SBIR/STTR,9353948,"MAESTAS, NICOLE A",Health and Human Capital over the Life Course,ADMINISTRATION,SCHOOLS OF MEDICINE,$325.787 ,$114.214 ,440001,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,23.09.16,NA
HEALTH CARE POLICY,Harvard,HCP,5K01MH106710-02,Other Research-Related,9144870,"ROSELLINI, ANTHONY JOSEPH",Developing Risk Algorithms of Internalizing Disorder Etiology and Course,ADMINISTRATION,SCHOOLS OF MEDICINE,$154.539 ,$12.363 ,166902,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,19.08.16,NA
HEALTH CARE POLICY,Harvard,HCP,5R01AG046290-04,RPGs - Non SBIR/STTR,9084491,"MAESTAS, NICOLE A",Human Capital of Disabled Workers,ADMINISTRATION,SCHOOLS OF MEDICINE,$478.659 ,$178.733 ,657392,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,16.08.16,NA
HEALTH CARE POLICY,Harvard,HCP,5R01AG047194-02,RPGs - Non SBIR/STTR,9004598,"GRABOWSKI, DAVID C",Specialization in Nursing Home Care,ADMINISTRATION,SCHOOLS OF MEDICINE,$164.000 ,$113.980 ,277980,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,05.02.16,NA
HEALTH CARE POLICY,Harvard,HCP,4DP5OD017897-04,RPGs - Non SBIR/STTR,9135553,"JENA, ANUPAM BAPU","Physician Determinants of Health Care Spending, Quality, and Patient Outcomes",ADMINISTRATION,SCHOOLS OF MEDICINE,$250.000 ,$173.750 ,423750,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,07.09.16,NA
HEALTH CARE POLICY,Harvard,HCP,5P01AG032952-07,RPGs - Non SBIR/STTR,9110079,"NEWHOUSE, JOSEPH PAUL",Medicare in a Restructured Delivery System,ADMINISTRATION,SCHOOLS OF MEDICINE,$957.998 ,$632.317 ,1590315,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,19.08.16,NA
HEALTH CARE POLICY,Harvard,HCP,4U01MH103018-04,RPGs - Non SBIR/STTR,9136864,"NORMAND, SHARON-LISE TERESA",Technology Diffusion Pathways,ADMINISTRATION,SCHOOLS OF MEDICINE,$443.547 ,$308.265 ,577076,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,13.07.16,NA
HEALTH CARE POLICY,Harvard,HCP,5F30AG044106-03,Training - Individual,9111763,"SCHWARTZ, AARON LAWRENCE",Low-Value Medical Care: The Role of Provider Organizations,ADMINISTRATION,SCHOOLS OF MEDICINE,$48.576 ,NA,48576,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,12.08.16,NA
HEALTH CARE POLICY,Harvard,HCP,5R01GM111339-02,RPGs - Non SBIR/STTR,9024579,"NORMAND, SHARON-LISE TERESA",Bayesian Methods for Comparative Effectiveness Research with Observational Data,ADMINISTRATION,SCHOOLS OF MEDICINE,$402.171 ,$266.104 ,668275,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,28.01.16,NA
HEALTH CARE POLICY,Harvard,HCP,4R01CA174468-04,RPGs - Non SBIR/STTR,9070615,"LANDON, BRUCE E.",Social Networks and the Spread of Cancer Care Practices,ADMINISTRATION,SCHOOLS OF MEDICINE,$371.432 ,$257.102 ,628534,7,BOSTON,MASSACHUSETTS,2115,Y,HARVARD MEDICAL SCHOOL,Domestic Higher Education,07.04.16,NA
