department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5F31AA024017-03,Training - Individual,9304772,"BELLOS, DAMIEN",The Intestinal Role of Heme Oxygenase-1 in Alcoholic Liver Disease,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,34080,NA,34080,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,03.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS091183-03,RPGs - Non SBIR/STTR,9302837,"BERGMANN, CORNELIA",IL-10-dependent regulation of viral-induced demyelination,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,311748,140143,451891,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,26.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS086299-05,RPGs - Non SBIR/STTR,9296196,"BERGMANN, CORNELIA",Regulation of B cells in the CNS,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,218750,127969,346719,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,15.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,3R01NS091183-02S1,RPGs - Non SBIR/STTR,9386572,"BERGMANN, CORNELIA",IL-10-dependent regulation of viral-induced demyelination,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,16140,9442,25582,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL055666-18,RPGs - Non SBIR/STTR,9212829,"BERKNER, KATHLEEN LUCILE",Structure and Function of the Gamma Carboxylase,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,142500,392500,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,14.01.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL081093-09,RPGs - Non SBIR/STTR,9244059,"BERKNER, KATHLEEN LUCILE",Vitamin K Oxidoreductase: Function and Physiology,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,23.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01AR070736-01A1,RPGs - Non SBIR/STTR,9445572,"BHATTARAM, PALLAVI",Elucidation of mechanisms governing the activities of synovial fibroblasts,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,220000,132000,352000,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,06.09.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL122283-04,RPGs - Non SBIR/STTR,9266259,"BROWN, JONATHAN MARK",Enzymatic Control of Trimethylamineoxide (TMAO)Induced Atherosclerosis,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,20.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R21NS094881-02,RPGs - Non SBIR/STTR,9331758,"BRUNET, SYLVAIN",Casein kinase 2 signaling in axonal injury,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,125000,73125,198125,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL071625-13,RPGs - Non SBIR/STTR,9307929,"BYZOVA, TATIANA V",Regulation of Akt-integrin pathway in endothelial function and neovasculature,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,19.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R03CA215941-01,RPGs - Non SBIR/STTR,9305633,"CHEON, HYEONJOO","p53 mutation induces constitutive expression of interferon beta, enhancing the resistance of cancer cells to DNA damage",OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,50000,29250,79250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,01.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL111314-06,RPGs - Non SBIR/STTR,9236210,"CHUNG, MINA KAY",Functional Genomics of Atrial Fibrillation,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,492297,287174,779471,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,25.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,4R00AA023266-03,RPGs - Non SBIR/STTR,9508042,"CRESCI, GAIL ANN",Targeting ethanol-induced gut dysbiosis with synbiotics to treat alcoholic liver,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,155625,93375,249000,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,30.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01AG055480-01,RPGs - Non SBIR/STTR,9287398,"DALTON, JARROD",Modeling and Forecasting Atherosclerotic Risk: A Complex Systems Approach,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,364187,218512,582699,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,04.09.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1OT2OD023873-01,Other,9303489,"DAMASER, MARGOT S",Conscious ambulatory bladder monitoring to understand neural control of lower urinary tract function,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,354105,207150,561255,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.01.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,9R01GM119174-06A1,RPGs - Non SBIR/STTR,9236987,"DASARATHY, SRINIVASAN",Mechanisms of Malnutrition in Cirrhosis with Portosystemic Shunting,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,204000,119340,323340,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,07.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R21AR071046-01A1,RPGs - Non SBIR/STTR,9387489,"DAVULURI, GANGARAO",Hyperammonemia reduces skeletal muscle protein synthesis via a beta-catenin-cMyc mediated impaired ribosomal biogenesis,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,116350,69810,186160,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,24.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01EY025687-03,RPGs - Non SBIR/STTR,9341338,"DESILVA, TARA MARIA",Mechanisms of activity-dependent myelination in the visual system,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,24.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA166955-05,RPGs - Non SBIR/STTR,9198205,"DRISCOLL, DONNA M",Retinoic acid and CRABP-II in regulation of post transcriptional gene silencing,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,205880,120440,326320,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,09.01.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01DK107426-02,RPGs - Non SBIR/STTR,9306049,"DRISCOLL, DONNA M",A cis-acting code in selenoprotein mRNAs dictates selenocysteine incorporation,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,225000,131625,356625,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,13.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01EY023381-05,RPGs - Non SBIR/STTR,9313255,"DUPPS, WILLIAM JOSEPH",Corneal Elastography and Patient-Specific Modeling for Simulation-based Therapy,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,23.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS096148-02,RPGs - Non SBIR/STTR,9272452,"DUTTA, RANJAN",MicroRNAs as critical regulators of remyelination in Multiple Sclerosis,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,218750,127969,346719,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,13.02.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL130209-02,RPGs - Non SBIR/STTR,9254594,"DWEIK, RAED A",Mechanisms of metabolic dysregulation in pulmonary hypertension,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,427084,159174,586258,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,13.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01GM050009-22,RPGs - Non SBIR/STTR,9262931,"EGELHOFF, THOMAS",Epithelial-Mesenchymal-Transition: roles and regulation of myosin II,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,238678,139627,378305,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,06.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01EB024573-01,RPGs - Non SBIR/STTR,9366122,"ERDEMIR, AHMET",Reproducibility in simulation-based prediction of natural knee mechanics,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,577883,140887,718770,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,21.09.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R37HL060917-19,RPGs - Non SBIR/STTR,9266232,"ERZURUM, SERPIL C",Nitric Oxide in Pulmonary Hypertension,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,259182,140456,399638,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,10.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01HL103453-07,RPGs - Non SBIR/STTR,9343001,"ERZURUM, SERPIL C",Asthma Inflammation Research,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1742701,957915,2700616,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,30.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01HL081064-08,RPGs - Non SBIR/STTR,9232181,"ERZURUM, SERPIL C",Pathobiology of Asthma,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1095085,569295,1664380,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,26.01.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01AI087586-08,RPGs - Non SBIR/STTR,9283284,"FAIRCHILD, ROBERT L",Antibody-Mediated Rejection of Renal Allografts,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1145483,670108,1815591,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,01.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01AI040459-19,RPGs - Non SBIR/STTR,9186479,"FAIRCHILD, ROBERT L",Post-Transplant Inflammatory Response,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,04.11.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA168488-05,RPGs - Non SBIR/STTR,9201306,"FINKE, JAMES H",Regulation of MDSC function and trafficking,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,237747,139082,376829,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,20.01.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5T32DK083251-08,Training - Institutional,9319254,"FIOCCHI, CLAUDIO",Combined Training Program in Digestive Disease Sciences,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,218586,15591,221528,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,26.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01GM115476-02,RPGs - Non SBIR/STTR,9263980,"FOX, PAUL L",Mechanisms and Regulation of Programmed Translational Readthrough,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,190000,111150,301150,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,20.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01HL029582-33,RPGs - Non SBIR/STTR,9171369,"FOX, PAUL L","Mechanisms linking inflammation, metabolism, and atherosclerosis.",OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1108342,648381,1756723,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,10.11.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R21HL133871-02,RPGs - Non SBIR/STTR,9313928,"FUKAMACHI, KIYOTAKA",Advanced Ventricular Assist Device with Pulse Augmentation and Automatic Regurgitant Flow Shutoff,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,75000,43875,118875,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,04.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL096619-06,RPGs - Non SBIR/STTR,9316685,"FUKAMACHI, KIYOTAKA",Self-regulating continuous-flow total artificial heart,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,858461,470613,1329074,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,02.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5U01DK099877-05,RPGs - Non SBIR/STTR,9308700,"GASSMAN, JENNIFER J",Data Coordinating Center for Pilot Studies of Candidate Therapies for CKD,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,642961,324098,967059,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,31.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01NS095825-01A1,RPGs - Non SBIR/STTR,9308513,"GHOSH, CHAITALI",Cytochrome P450-mediated drug interactions at the human blood-brain barrier,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,223178,130559,353737,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1F30CA217065-01,Training - Individual,9327325,"GIMPLE, RYAN CHRISTOPHER",Epigenetic Regulation of Lipid Metabolism in Glioma Stem Cells,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,44044,NA,44044,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,23.02.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA175120-05,RPGs - Non SBIR/STTR,9233971,"GLADSON, CANDECE L",Mechanisms Promoting Angiogenesis in Glioblastoma,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,216982,126934,343916,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,17.02.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R21AI117350-02,RPGs - Non SBIR/STTR,9198751,"GUPTA, NEETU",Novel unconventional myosins in B cell activation,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,125000,73125,198125,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,12.12.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01AR067705-02,RPGs - Non SBIR/STTR,9242562,"GUPTA, NEETU",Regulation of B cell activation in lupus,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,248251,132204,380455,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01HL107147-07,RPGs - Non SBIR/STTR,9281852,"HASCALL, VINCENT CHARLES",Hyaluronan Matrices in Vascular Pathologies,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1430719,812965,2243684,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,12.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL113325-05,RPGs - Non SBIR/STTR,9271998,"HASCALL, VINCENT CHARLES",TSG-6: Novel Regulator of Viral-Induced Hyaluronan Synthesis in Inflamed Airways,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,2e+05,117000,317000,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,31.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01DK106000-03,RPGs - Non SBIR/STTR,9323444,"HAZEN, STANLEY L","Dietary Choline, Gut Microbiota, and Susceptibility for Chronic Kidney Disease",OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,435083,254524,689607,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,14.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL128300-02,RPGs - Non SBIR/STTR,9282782,"HAZEN, STANLEY L","HDL Structure, Function and Dysfunction",OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,513186,266044,779230,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,19.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5P01HL076491-13,RPGs - Non SBIR/STTR,9266478,"HAZEN, STANLEY L",Oxidation in Inflammation and Cardiovascular Disease,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1206794,642137,1848931,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,29.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01HL103866-08,RPGs - Non SBIR/STTR,9266264,"HAZEN, STANLEY L",Gut Flora Metabolism of Dietary Phosphatidylcholine and CVD,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,465187,272134,737321,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,28.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA166440-04,RPGs - Non SBIR/STTR,9283315,"HEEMERS, HANNELORE",Towards selective androgen deprivation by targeting androgen activation of SRF,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,98951,50787,149738,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,31.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5K23HL125697-03,Other Research-Related,9187043,"HERESI DAVILA, GUSTAVO ADOLFO",Insulin Resistance in Pulmonary Arterial Hypertension,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,173145,11456,184601,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,15.12.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5F31HL131140-02,Training - Individual,9345345,"HERSHBERGER, COURTNEY ELIZABETH",The effects of LUC7L2 on alternative splicing in myelodysplastic syndromes,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,34430,NA,34430,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,21.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,4R00AG050777-03,RPGs - Non SBIR/STTR,9433132,"HINE, CHRISTOPHER MICHAEL",Requirement of hydrogen sulfide for the benefits of dietary sulfur amino acid restriction,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,155990,93010,249000,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,29.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R03CA215939-01,RPGs - Non SBIR/STTR,9305615,"HITOMI, MASAHIRO",Asymmetric cell division drives therapeutic resistance and self-renewal in glioblastoma,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,50000,29250,79250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,02.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5F31CA192885-03,Training - Individual,9332094,"HIZNAY, JAMES MATTHEW",The Role of DDX41 in the Spliceosome and Myeloid Neoplasia,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,38328,NA,38328,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,29.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1U01CA214300-01A1,RPGs - Non SBIR/STTR,9391235,"HUANG, EMINA HUI-NA",An organotypic model recapitulating colon cancer microenvironment and metastasis,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,448368,111794,560162,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,25.09.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01AR070748-01A1,RPGs - Non SBIR/STTR,9381491,"HUBMACHER, DIRK",Regulation of skeletal growth by soft tissue extracellular matrix,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,220000,128700,348700,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,17.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01AI118774-01A1,RPGs - Non SBIR/STTR,9235442,"JORGENSEN, TRINE NORGAARD",Effector functions and cellular targets of pathogenic plasmacytoid cells in lupus.,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,30.11.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA193359-03,RPGs - Non SBIR/STTR,9259953,"KALADY, MATTHEW FRANK",Microenvironment Interleukin-17 and Colorectal Cancer Treatment Resistance,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,228750,133819,362569,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R01HL132351-01A1,RPGs - Non SBIR/STTR,9246190,"KARNIK, SADASHIVA S",Structure-Guided Studied of GPCRs of RAS,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,357799,200888,558687,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,09.12.16
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5F30CA203101-02,Training - Individual,9263682,"KIM, JIN YOUNG",Targeting TCA cycle in Brain Tumor Initiating Cells,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,35252,NA,35252,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1U01DK114156-01,RPGs - Non SBIR/STTR,9365554,"KIRWAN, JOHN P",Alliance of Randomized Trials of Medicine vs Metabolic Surgery in Type 2 Diabetes - (ARMMS-T2D),OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,1598949,398700,1997649,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,04.07.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01DK108089-03,RPGs - Non SBIR/STTR,9336293,"KIRWAN, JOHN P",Role and Regulation of Skeletal Muscle Mitochondrial Dynamics in Type 2 Diabetes,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,445036,253365,698401,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,14.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS092033-03,RPGs - Non SBIR/STTR,9252601,"LABHASETWAR, VINOD D",Neuronal Protective Nanoparticles for Treating Acute SCI,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,281454,164651,446105,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,21.03.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01EY026340-02,RPGs - Non SBIR/STTR,9360546,"LABHASETWAR, VINOD D",Nanoparticle-based therapy for photoreceptor degeneration,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146250,396250,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,18.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01CA206189-02,RPGs - Non SBIR/STTR,9269531,"LABHASETWAR, VINOD D",Nanoparticle-mediated treatment for bone metastasis,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,197200,115362,312562,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,27.04.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS089641-03,RPGs - Non SBIR/STTR,9340301,"LATHIA, JUSTIN D",Connexins and glioblastoma progression,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,221213,126296,347509,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,29.08.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS083629-05,RPGs - Non SBIR/STTR,9315230,"LATHIA, JUSTIN D",Novel adhesion mechanisms in glioblastoma stem cells,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,229354,113494,342848,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,23.06.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5F31CA196041-03,Training - Individual,9221300,"LEE, CHRISTINE H",Crosstalk Between Platelets and Brain Tumor Initiating Cells in Glioblastoma,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,44044,NA,44044,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,28.02.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,1R56NS095822-01A1,RPGs - Non SBIR/STTR,9552319,"LEE, JEONGWU",Cooperating pathways in glioblastoma stem cells,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,250000,146875,396875,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,21.09.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS082312-05,RPGs - Non SBIR/STTR,9288231,"LEE, JEONGWU",Polycomb and Cellular Hierarchy in the Brain,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,218750,127969,346719,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,31.05.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01NS069765-07,RPGs - Non SBIR/STTR,9235315,"LEE, YU-SHANG",Recovery of Bladder Reflexes and Nerve Regeneration after Spinal Cord Injury,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,218750,127969,346719,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,17.02.17
MOLECULAR MEDICINE,Case Western Reserve,BCMP,5R01AR068308-02,RPGs - Non SBIR/STTR,9319616,"LEFEBVRE, VERONIQUE M",Roles of SOXC proteins in osteogenic cells,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,287505,168190,455695,11,CLEVELAND,OHIO,Y,"CLEVELAND, OHIO 44106",Domestic Higher Education,28.06.17
